col_name,description,source,needs_review
gi,Gi.,heuristic,TRUE
gp,Games played.,curated,FALSE
grass,Grass.,heuristic,TRUE
group,Group identifier (e.g. conference 'group_id').,curated,FALSE
group_id,Group identifier (e.g. conference group_id).,curated,FALSE
group_name,Group name.,curated,FALSE
gs,Games started.,curated,FALSE
guid,GUID string.,curated,FALSE
ha,Ha.,heuristic,TRUE
half,Half of the game (1 or 2).,curated,FALSE
hand,Player handedness ('Right' / 'Left').,curated,FALSE
hand_abbreviation,Hand abbreviation.,heuristic,TRUE
hand_display_value,Hand display value.,heuristic,TRUE
hand_type,Hand type.,heuristic,TRUE
heading,Section heading or label.,curated,FALSE
headline,News headline.,curated,FALSE
headshot,Headshot image URL.,curated,FALSE
headshot_alt,Alternative-text label for the headshot.,curated,FALSE
headshot_href,Headshot image URL.,curated,FALSE
headshot_url,URL for headshot.,heuristic,TRUE
height,Player height (string e.g. '6-2' or inches).,curated,FALSE
height_in,Player height in inches.,curated,FALSE
height_meters,Player height in meters.,curated,FALSE
hid,Hid.,heuristic,TRUE
hidden,TRUE if the row should be hidden from public display.,curated,FALSE
home,Home.,heuristic,TRUE
home_avgpointsagainst,Home team's avgpointsagainst.,heuristic,TRUE
home_avgpointsfor,Home team's avgpointsfor.,heuristic,TRUE
home_away,Game venue label ('home' or 'away').,curated,FALSE
home_description,Home team's description.,heuristic,TRUE
home_favorite,TRUE if the home team is the betting favorite.,curated,FALSE
home_gamesbehind,Home team's gamesbehind.,heuristic,TRUE
home_in_bonus,Home team's in bonus.,heuristic,TRUE
home_leaders_assists,Home team's leaders assists.,heuristic,TRUE
home_leaders_jersey_num,Home team's leaders jersey num.,heuristic,TRUE
home_leaders_name,Home leaders name.,heuristic,TRUE
home_leaders_person_id,Unique identifier for home leaders person.,heuristic,TRUE
home_leaders_player_slug,Home team's leaders player slug.,heuristic,TRUE
home_leaders_points,Home team's leaders points.,heuristic,TRUE
home_leaders_position,Home team's leaders position.,heuristic,TRUE
home_leaders_rebounds,Home team's leaders rebounds.,heuristic,TRUE
home_leaders_team_tricode,Home team's leaders team tricode.,heuristic,TRUE
home_leaguewinpercent,Home team's leaguewinpercent.,heuristic,TRUE
home_logo,Home team logo URL.,curated,FALSE
home_losses,Home team's losses.,heuristic,TRUE
home_money_line,Home team's money line.,heuristic,TRUE
home_periods,Home team's periods.,heuristic,TRUE
home_player1,Home team's player1.,heuristic,TRUE
home_player2,Home team's player2.,heuristic,TRUE
home_player3,Home team's player3.,heuristic,TRUE
home_player4,Home team's player4.,heuristic,TRUE
home_player5,Home team's player5.,heuristic,TRUE
home_playoffseed,Home team's playoffseed.,heuristic,TRUE
home_pointsagainst,Home team's pointsagainst.,heuristic,TRUE
home_pointsfor,Home team's pointsfor.,heuristic,TRUE
home_record,Home win-loss record.,curated,FALSE
home_score,Home team score at the time of the play.,curated,FALSE
home_score_at_event,Home score after this play / event.,curated,FALSE
home_seed,Home team's seed.,heuristic,TRUE
home_streak,Home team's streak.,heuristic,TRUE
home_team_abb,Home team's team abb.,heuristic,TRUE
home_team_abbrev,Home team three-letter abbreviation.,curated,FALSE
home_team_alternate_color,Home team alternate color (hex).,curated,FALSE
home_team_city,Home team city / location.,curated,FALSE
home_team_color,Home team primary color (hex).,curated,FALSE
home_team_full,Full home team name and label.,curated,FALSE
home_team_full_name,Full home team name (e.g. 'Las Vegas Aces').,curated,FALSE
home_team_id,Unique identifier for the home team.,curated,FALSE
home_team_in_bonus,Home team's team in bonus.,heuristic,TRUE
home_team_location,Home team's team location.,heuristic,TRUE
home_team_logo,Home team logo URL.,curated,FALSE
home_team_logo_dark,Home team logo URL for dark backgrounds.,curated,FALSE
home_team_losses,Home team's team losses.,heuristic,TRUE
home_team_mascot,Home team mascot.,curated,FALSE
home_team_name,Home team name.,curated,FALSE
home_team_name_alt,Alternate home team name.,curated,FALSE
home_team_odds_close,Home team's team odds close.,heuristic,TRUE
home_team_odds_open,Home team's team odds open.,heuristic,TRUE
home_team_record,Home team's win-loss record.,curated,FALSE
home_team_score,Home team's score.,curated,FALSE
home_team_seed,Home team's team seed.,heuristic,TRUE
home_team_slug,Home team's team slug.,heuristic,TRUE
home_team_spread,Home team's point spread.,curated,FALSE
home_team_time,Time / clock value.,heuristic,TRUE
home_team_timeouts_remaining,Home team's team timeouts remaining.,heuristic,TRUE
home_team_tricode,Home team three-letter code.,curated,FALSE
home_team_uid,ESPN UID of the home team.,curated,FALSE
home_team_winner,TRUE if the home team won this game.,curated,FALSE
home_team_wins,Home team's team wins.,heuristic,TRUE
home_timeouts_remaining,Home team's timeouts remaining.,heuristic,TRUE
home_tv_broadcaster_abbreviation,Home team's tv broadcaster abbreviation.,heuristic,TRUE
home_win,Home team's win.,heuristic,TRUE
home_win_percentage,Home win percentage (0-1 decimal).,heuristic,TRUE
home_winpercent,Home team's winpercent.,heuristic,TRUE
home_wins,Home team's wins.,heuristic,TRUE
hometown,Player hometown.,curated,FALSE
hpa,Hpa.,heuristic,TRUE
hpb,Hpb.,heuristic,TRUE
href,Link / page URL.,curated,FALSE
icon,Icon image URL.,curated,FALSE
icon_text,Icon descriptive text.,curated,FALSE
icon_url,Icon image URL.,curated,FALSE
id,Unique play identifcation number,describe:load_wbb.R,FALSE
if_necessary,If necessary.,heuristic,TRUE
images,JSON array of image objects (serialized).,curated,FALSE
images_url,URL for images.,heuristic,TRUE
indoor,Indoor.,heuristic,TRUE
international,TRUE if the player has international experience.,curated,FALSE
is_active,Is active.,heuristic,TRUE
is_all_star,Is all star.,heuristic,TRUE
is_field_goal,1 if the action was a field goal; 0 otherwise.,curated,FALSE
jersey,Jersey number worn by the player.,curated,FALSE
jersey_num,Jersey number worn by the player.,curated,FALSE
jump_ball_lost_person_id,Unique identifier for jump ball lost person.,heuristic,TRUE
jump_ball_lost_player_name,Jump ball lost player name.,heuristic,TRUE
jump_ball_recoverd_person_id,Unique identifier for jump ball recoverd person.,heuristic,TRUE
jump_ball_recovered_name,Jump ball recovered name.,heuristic,TRUE
jump_ball_won_person_id,Unique identifier for jump ball won person.,heuristic,TRUE
jump_ball_won_player_name,Jump ball won player name.,heuristic,TRUE
keywords,Comma-separated keywords / tags.,curated,FALSE
l,Losses.,curated,FALSE
l10,L10.,heuristic,TRUE
label,Label.,heuristic,TRUE
lag_game_half,Half lag (the previous-play's half).,curated,FALSE
lag_half,A lag column on the half,describe:load_wnba.R,FALSE
lag_qtr,Quarter lag (the previous-play's quarter).,curated,FALSE
lang,Lang.,heuristic,TRUE
largest_lead,Largest lead during the game.,curated,FALSE
last_10_record,Win-loss record in the last 10 games.,curated,FALSE
last_5,Win-loss record over the last 5 games.,curated,FALSE
last_game,Last game date or score string.,curated,FALSE
last_modified,Last-modified timestamp (ISO 8601).,curated,FALSE
last_name,Player's last name.,curated,FALSE
last_updated,Last updated.,heuristic,TRUE
lasttengames,Lasttengames.,heuristic,TRUE
ldur,Ldur.,heuristic,TRUE
lead_changes,Lead changes.,heuristic,TRUE
lead_game_half,Half lead (the next-play's half).,curated,FALSE
lead_half,A lead column on the half,describe:load_wnba.R,FALSE
lead_qtr,Quarter lead (the next-play's quarter).,curated,FALSE
league,League.,heuristic,TRUE
league_id,League identifier ('10' = WNBA).,curated,FALSE
leaguestandings,Leaguestandings.,heuristic,TRUE
leaguewinpercent,Leaguewinpercent.,heuristic,TRUE
linescore_period_1,Score in period 1.,curated,FALSE
linescore_period_2,Score in period 2.,curated,FALSE
linescore_period_3,Score in period 3.,curated,FALSE
linescore_period_4,Score in period 4.,curated,FALSE
linescore_period_5,Score in period 5 (OT).,curated,FALSE
link,Link.,heuristic,TRUE
link_app,App / deep link URL.,curated,FALSE
link_mobile,Mobile link / URL.,curated,FALSE
link_web,Web link / URL.,curated,FALSE
linked,TRUE if the record is linked to a related entity.,curated,FALSE
live_pc_time,Time / clock value.,heuristic,TRUE
live_period,Live period.,heuristic,TRUE
live_period_time_bcast,Live period time bcast.,heuristic,TRUE
loc_x,X coordinate on the court (units of inches; 0 = basket center).,curated,FALSE
loc_y,Y coordinate on the court (units of inches; baseline at 0).,curated,FALSE
location,Filter results by game location.,parameter_descriptions,FALSE
logo,Team or league logo URL.,curated,FALSE
logo_dark,Logo dark.,heuristic,TRUE
logo_dark_href,Logo URL for dark backgrounds.,curated,FALSE
logo_href,Team or league logo URL.,curated,FALSE
logos_href_2,Logos href 2.,heuristic,TRUE
logos_href_3,Logos href 3.,heuristic,TRUE
long_comment,Long-form play / event comment.,curated,FALSE
loose_balls_recovered,Loose balls recovered.,curated,FALSE
loose_balls_recovered_defensive,Loose balls recovered on defense.,curated,FALSE
loose_balls_recovered_offensive,Loose balls recovered on offense.,curated,FALSE
loose_balls_recovered_total,Loose balls recovered total.,heuristic,TRUE
losses,Total losses.,curated,FALSE
lth,Lth.,heuristic,TRUE
ltp,Ltp.,heuristic,TRUE
ltt,Ltt.,heuristic,TRUE
ltw,Ltw.,heuristic,TRUE
lurl,Lurl.,heuristic,TRUE
m,M.,heuristic,TRUE
market_id,Unique identifier for market.,heuristic,TRUE
market_type,Market type.,heuristic,TRUE
mascot,Team mascot.,curated,FALSE
matchup,Matchup.,heuristic,TRUE
matchup_short,Matchup short.,heuristic,TRUE
mdur,Mdur.,heuristic,TRUE
media_id,Media identifier (video / image).,curated,FALSE
mid_display_name,Medium-length display name.,curated,FALSE
min,Minutes played.,curated,FALSE
mins,Minutes played.,curated,FALSE
minus,Minus.,heuristic,TRUE
minute_game,Minute game.,heuristic,TRUE
minute_remaining_quarter,Minute remaining quarter.,heuristic,TRUE
minutes,"Minutes played, formatted MM:SS (V3 PT-duration parsed) or decimal minutes (V2).",curated,FALSE
minutes_calculated,Minutes calculated from game-clock differences.,curated,FALSE
minutes_per_game,Minutes Per Game.,espn_api,FALSE
minutes_remaining,Minutes remaining.,heuristic,TRUE
mobile_url,Mobile site URL.,curated,FALSE
modified,Modified.,heuristic,TRUE
month,Month number.,curated,FALSE
month_name,Full month name.,curated,FALSE
month_num,Month num.,heuristic,TRUE
mpg,Minutes per game.,curated,FALSE
mth,Mth.,heuristic,TRUE
mtp,Mtp.,heuristic,TRUE
mtt,Mtt.,heuristic,TRUE
mtw,Mtw.,heuristic,TRUE
murl,Murl.,heuristic,TRUE
name,Display name.,curated,FALSE
name_i,Initialed name (e.g. 'A. Wilson').,curated,FALSE
names,Names.,heuristic,TRUE
nationality,Nationality.,curated,FALSE
natl_tv_broadcaster_abbreviation,Natl tv broadcaster abbreviation.,heuristic,TRUE
net_rating,Net rating (off rating - def rating).,curated,FALSE
network,Broadcasting network.,curated,FALSE
neutral,Neutral.,heuristic,TRUE
neutral_description,Neutral description.,heuristic,TRUE
neutral_site,Neutral site.,heuristic,TRUE
next_game,Next game date or opponent.,curated,FALSE
nickname,Team or athlete nickname.,curated,FALSE
non_div_i,Non div i.,heuristic,TRUE
not_playing_description,Not playing description.,heuristic,TRUE
not_playing_reason,Not playing reason.,heuristic,TRUE
note,Free-form note attached to the record.,curated,FALSE
notes,Free-form notes attached to the record.,curated,FALSE
occurrence_display_value,Occurrence display value.,heuristic,TRUE
occurrence_last,Occurrence last.,heuristic,TRUE
occurrence_number,Occurrence number.,heuristic,TRUE
occurrence_type,Occurrence type.,heuristic,TRUE
occurrence_value,Occurrence value.,heuristic,TRUE
off_rating,Offensive rating (points produced per 100 possessions).,curated,FALSE
offense_team_id,Unique identifier for offense team.,heuristic,TRUE
offensive_assist_ratio,The percentage of a team's possessions that ends in an assist. Assist Ratio = (Assists x 100) divided by [(FGA + (FTA x 0.44) + Assists + Turnovers].,espn_api,FALSE
offensive_assists,"The number of times a player who passes the ball to a teammate in a way that leads to a score by field goal, meaning that he or she was ""assisting"" in the basket. There is some judgment involved in deciding whether a passer should be credited with an assist.",espn_api,FALSE
offensive_average,Average offensive value (context-dependent).,curated,FALSE
offensive_avg48assists,The average number of assists per 48 minutes.,espn_api,FALSE
offensive_avg48field_goals_attempted,The average number of fieldgoals attempted per 48 minutes.,espn_api,FALSE
offensive_avg48field_goals_made,The average number of fieldgoals made per 48 minutes.,espn_api,FALSE
offensive_avg48free_throws_attempted,The average number of free throws attempted per 48 minutes.,espn_api,FALSE
offensive_avg48free_throws_made,The average number of Free Throws made per 48 minutes.,espn_api,FALSE
offensive_avg48offensive_rebounds,The average number of offenseive rebounds per 48 minutes.,espn_api,FALSE
offensive_avg48points,The average number of points scored per 48 minutes.,espn_api,FALSE
offensive_avg48three_point_field_goals_attempted,The average number of 3-pointers attempted per 48 minutes.,espn_api,FALSE
offensive_avg48three_point_field_goals_made,The average per number of 3-Pointers made per 48 minutes.,espn_api,FALSE
offensive_avg48turnovers,The average number of turnovers per 48 minutes.,espn_api,FALSE
offensive_avg_assists,The average assists per game.,espn_api,FALSE
offensive_avg_estimated_possessions,The average number of estimated possessions per game for a team or player.,espn_api,FALSE
offensive_avg_field_goals_attempted,The average field goals attempted per game.,espn_api,FALSE
offensive_avg_field_goals_made,The average field goals made per game.,espn_api,FALSE
offensive_avg_free_throws_attempted,The average free throw shots attempted per game.,espn_api,FALSE
offensive_avg_free_throws_made,The average free throw shots made per game.,espn_api,FALSE
offensive_avg_offensive_rebounds,The average offensive rebounds per game.,espn_api,FALSE
offensive_avg_points,The average number of points scored per game.,espn_api,FALSE
offensive_avg_points_allowed,The average number of points allowed per game.,espn_api,FALSE
offensive_avg_team_turnovers,The average number of turnovers for a team per game.,espn_api,FALSE
offensive_avg_three_point_field_goals_attempted,The average three point field goals attempted per game.,espn_api,FALSE
offensive_avg_three_point_field_goals_made,The average three point field goals made per game.,espn_api,FALSE
offensive_avg_total_turnovers,The average number of total turnovers for a team per game.,espn_api,FALSE
offensive_avg_turnovers,The average turnovers committed per game.,espn_api,FALSE
offensive_avg_two_point_field_goals_attempted,The number of 2-point field goals attempted per game for a team or player.,espn_api,FALSE
offensive_avg_two_point_field_goals_made,The number of 2-point field goals made per game for a team or player.,espn_api,FALSE
offensive_box_outs,Offensive box outs.,heuristic,TRUE
offensive_brick_index,How many points a player costs his team with his shooting compared with the league average on a per-40-minute basis. ((52.8 - TS%) x (FGA + (FTA x 0.44))) / (Min/40) .,espn_api,FALSE
offensive_effective_fgpct,Metric that gives 3pt field goals more worth than 2pt field goals: (FGM + (0.5 x 3PTM)) / FGA.,espn_api,FALSE
offensive_estimated_possessions,An estimation of the number of possessions for a team or player.,espn_api,FALSE
offensive_fast_break_points,The number of points scored on fast breaks.,espn_api,FALSE
offensive_field_goal_pct,The ratio of field goals made to field goals attempted: FGM / FGA.,espn_api,FALSE
offensive_field_goals,Field Goal makes and attempts.,espn_api,FALSE
offensive_field_goals_attempted,The number of times a 2pt field goal was attempted.,espn_api,FALSE
offensive_field_goals_made,The number of times a 2pt field goal was made.,espn_api,FALSE
offensive_free_throw_pct,The ratio of free throws made to free throws attempted: FTM / FTA.,espn_api,FALSE
offensive_free_throws,Free Throw makes and attempts.,espn_api,FALSE
offensive_free_throws_attempted,The number of times a free throw was attempted.,espn_api,FALSE
offensive_free_throws_made,The number of times a free throw was made.,espn_api,FALSE
offensive_off_rebound_rate,The percentage of missed shots that a team rebounds offensively. Offensive Rebound Rate = (Offensive Rebounds x Team Minutes) divided by [Player Minutes x (Team Offensive Rebounds + Opponent Defensive Rebounds)].,espn_api,FALSE
offensive_offensive_rebound_pct,The percentage of the number of times they obtain the possession of the ball after a missed shot.,espn_api,FALSE
offensive_offensive_rebounds,The number of times when the offense obtains the possession of the ball after a missed shot.,espn_api,FALSE
offensive_pace_factor,The number of possessions a team uses per game.,espn_api,FALSE
offensive_points,The number of points scored.,espn_api,FALSE
offensive_points_in_paint,"The amount of points scored in the area known as ""the Paint""(the rectangle between the foul line and the baseline).",espn_api,FALSE
offensive_points_per_estimated_possessions,The number of points per estimated possession for a team or player.,espn_api,FALSE
offensive_possessions,The total number of possessions for a team or player.,espn_api,FALSE
offensive_rating,Offensive rating (points per 100 possessions).,curated,FALSE
offensive_rebound_percentage,Offensive rebound percentage (0-1).,curated,FALSE
offensive_rebounds,Offensive rebounds.,curated,FALSE
offensive_rebounds_per_game,Offensive Rebounds Per Game.,espn_api,FALSE
offensive_scoring_efficiency,The efficiency with which a team or player scores the basketball.,espn_api,FALSE
offensive_second_chance_points,Points that a team gains after they have attempted at least one shot during the same possession and missed.,espn_api,FALSE
offensive_shooting_efficiency,The efficiency with which a team or player shoots the basketball.,espn_api,FALSE
offensive_team_turnovers,The number of turnovers for the team.,espn_api,FALSE
offensive_three_point_field_goal_pct,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,espn_api,FALSE
offensive_three_point_field_goals_attempted,The number of times a 3pt field goal was attempted.,espn_api,FALSE
offensive_three_point_field_goals_made,The number of times a 3pt field goal was made.,espn_api,FALSE
offensive_three_point_pct,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,espn_api,FALSE
offensive_total_turnovers,The number of turnovers plus team turnovers for the team.,espn_api,FALSE
offensive_true_shooting_pct,What a team's shooting percentage would be if we accounted for free throws and 3-pointers. True Shooting Percentage = (Total points x 50) divided by [(FGA + (FTA x 0.44)].,espn_api,FALSE
offensive_turnover_ratio,The percentage of a team's possessions that end in a turnover. Turnover Ratio = (Turnover x 100) divided by [(FGA + (FTA x 0.44) + Assists + Turnovers].,espn_api,FALSE
offensive_turnovers,The number of times a player loses possession to the other team.,espn_api,FALSE
offensive_two_point_field_goal_pct,The percentage of 2-points fields goals made by a team or player.,espn_api,FALSE
offensive_two_point_field_goals_attempted,The number of 2-point field goals attempted for a team or player.,espn_api,FALSE
offensive_two_point_field_goals_made,The number of 2-point field goals made for a team or player.,espn_api,FALSE
offensive_usage_rate,the number of possessions a player uses per 40 minutes. Usage Rate = {[FGA + (FT Att. x 0.44) + (Ast x 0.33) + TO] x 40 x League Pace} divided by (Minutes x Team Pace).,espn_api,FALSE
official_id,Unique official / referee identifier.,curated,FALSE
on_the_clock,On the clock.,heuristic,TRUE
oncourt,Oncourt.,heuristic,TRUE
opp_effective_field_goal_percentage,Opponent effective field goal percentage (0-1 decimal).,heuristic,TRUE
opp_free_throw_attempt_rate,Opponent free throw attempt rate.,heuristic,TRUE
opp_offensive_rebound_percentage,Opponent offensive rebound percentage (0-1 decimal).,heuristic,TRUE
opp_points,Opponent's points scored.,curated,FALSE
opp_points_fast_break,Opponent points fast break.,heuristic,TRUE
opp_points_off_turnovers,Opponent points off turnovers.,heuristic,TRUE
opp_points_paint,Opponent points paint.,heuristic,TRUE
opp_points_pg,Opponent points pg.,heuristic,TRUE
opp_points_second_chance,Opponent points second chance.,heuristic,TRUE
opp_score,Opponent's score.,curated,FALSE
opp_team_turnover_percentage,Opponent team turnover percentage (0-1 decimal).,heuristic,TRUE
opponent_abbrev,Abbreviation for opponent.,heuristic,TRUE
opponent_id,Unique identifier for opponent.,heuristic,TRUE
opponent_score,Opponent score.,heuristic,TRUE
opponent_team_abbreviation,Opponent team abbreviation.,curated,FALSE
opponent_team_alternate_color,Opponent team alternate color (hex).,curated,FALSE
opponent_team_color,Opponent team primary color (hex).,curated,FALSE
opponent_team_display_name,Opponent team full display name.,curated,FALSE
opponent_team_id,Unique identifier for the opponent team.,curated,FALSE
opponent_team_location,Opponent team city / location.,curated,FALSE
opponent_team_logo,Opponent team logo URL.,curated,FALSE
opponent_team_logo_dark,Opponent team logo URL for dark backgrounds.,curated,FALSE
opponent_team_name,Opponent team display name.,curated,FALSE
opponent_team_score,Opponent team's score.,curated,FALSE
opponent_team_short_display_name,Opponent team short display name.,curated,FALSE
opponent_team_slug,Opponent team slug.,heuristic,TRUE
opponent_team_uid,Opponent team uid.,heuristic,TRUE
opt1,Opt1.,heuristic,TRUE
opt2,Opt2.,heuristic,TRUE
order,Display order within the result set.,curated,FALSE
oreb,Offensive rebounds.,curated,FALSE
oreb_pct,Offensive rebound percentage (0-1).,curated,FALSE
oreb_rate,Offensive rebound rate (0-1).,curated,FALSE
organization,Organization.,heuristic,TRUE
organization_type,Organization type.,heuristic,TRUE
over_under,Over under.,heuristic,TRUE
overall,Overall.,heuristic,TRUE
overall_pick,Overall pick.,heuristic,TRUE
overall_record,Overall win-loss record.,curated,FALSE
overall_strength_of_record,Strength of record metric.,curated,FALSE
p,P.,heuristic,TRUE
pace,Possessions per 48 minutes.,curated,FALSE
pace_per40,Pace per40.,heuristic,TRUE
parameter,character. R-side argument name (snake_case).,describe:data.R,FALSE
parent_group_id,Unique identifier for parent group.,heuristic,TRUE
participant_team_id,V2 PBP participant team ID.,curated,FALSE
participants_0_athlete_id,V2 PBP participant 0 (primary) athlete ID.,curated,FALSE
participants_1_athlete_id,V2 PBP participant 1 (secondary) athlete ID.,curated,FALSE
participants_2_athlete_id,V2 PBP participant 2 (tertiary) athlete ID.,curated,FALSE
passes,Passes.,heuristic,TRUE
pb_odds_odds,Pb odds odds.,heuristic,TRUE
pb_odds_suspended,Pb odds suspended.,heuristic,TRUE
pb_odds_team,Pb odds team.,heuristic,TRUE
per_mode,"Per-mode aggregation ('Totals', 'PerGame', 'Per40', 'Per100Possessions', etc.).",curated,FALSE
percentage,Percentage value (0-1 decimal).,curated,FALSE
percentage_assisted2pt,Percentage assisted2pt.,heuristic,TRUE
percentage_assisted3pt,Percentage assisted3pt.,heuristic,TRUE
percentage_assisted_fgm,Percentage assisted fgm.,heuristic,TRUE
percentage_assists,Percentage assists.,heuristic,TRUE
percentage_blocks,Percentage blocks.,heuristic,TRUE
percentage_blocks_allowed,Percentage blocks allowed.,heuristic,TRUE
percentage_field_goals_attempted,Number of percentage field goals attempted.,heuristic,TRUE
percentage_field_goals_attempted2pt,Percentage field goals attempted2pt.,heuristic,TRUE
percentage_field_goals_attempted3pt,Percentage field goals attempted3pt.,heuristic,TRUE
percentage_field_goals_made,Number of percentage field goals made.,heuristic,TRUE
percentage_free_throws_attempted,Number of percentage free throws attempted.,heuristic,TRUE
percentage_free_throws_made,Number of percentage free throws made.,heuristic,TRUE
percentage_personal_fouls,Percentage personal fouls.,heuristic,TRUE
percentage_personal_fouls_drawn,Percentage personal fouls drawn.,heuristic,TRUE
percentage_points,Percentage points.,heuristic,TRUE
percentage_points2pt,Percentage points2pt.,heuristic,TRUE
percentage_points3pt,Percentage points3pt.,heuristic,TRUE
percentage_points_fast_break,Percentage points fast break.,heuristic,TRUE
percentage_points_free_throw,Percentage points free throw.,heuristic,TRUE
percentage_points_midrange2pt,Percentage points midrange2pt.,heuristic,TRUE
percentage_points_off_turnovers,Percentage points off turnovers.,heuristic,TRUE
percentage_points_paint,Percentage points paint.,heuristic,TRUE
percentage_rebounds_defensive,Percentage rebounds defensive.,heuristic,TRUE
percentage_rebounds_offensive,Percentage rebounds offensive.,heuristic,TRUE
percentage_rebounds_total,Percentage rebounds total.,heuristic,TRUE
percentage_steals,Percentage steals.,heuristic,TRUE
percentage_three_pointers_attempted,Number of percentage three pointers attempted.,heuristic,TRUE
percentage_three_pointers_made,Number of percentage three pointers made.,heuristic,TRUE
percentage_turnovers,Percentage turnovers.,heuristic,TRUE
percentage_unassisted2pt,Percentage unassisted2pt.,heuristic,TRUE
percentage_unassisted3pt,Percentage unassisted3pt.,heuristic,TRUE
percentage_unassisted_fgm,Percentage unassisted fgm.,heuristic,TRUE
period,Period of the game (1-4 quarters; 5+ for OT).,curated,FALSE
period_display_value,"Period display label (e.g. '1st Quarter', 'OT').",curated,FALSE
period_number,Numeric period (1-4 for quarters; 5+ for OT).,curated,FALSE
period_seconds_remaining,Seconds remaining in the period.,curated,FALSE
period_type,Period type.,heuristic,TRUE
permode,"Per-mode aggregation ('Totals', 'PerGame', 'Per40', 'Per100Possessions', etc.).",curated,FALSE
person1type,Person1type.,heuristic,TRUE
person2type,Person2type.,heuristic,TRUE
person3type,Person3type.,heuristic,TRUE
person_id,Unique player identifier (V3 endpoints).,curated,FALSE
person_ids_filter,Person ids filter.,heuristic,TRUE
pf,Personal fouls.,curated,FALSE
pick,Pick.,heuristic,TRUE
pie,Player Impact Estimate (0-1).,curated,FALSE
play_id,Unique play identifier within a game.,curated,FALSE
play_type,Play type code.,curated,FALSE
played,Played.,heuristic,TRUE
player1_id,V2 PBP primary player ID (e.g. shooter / fouler).,curated,FALSE
player1_name,V2 PBP primary player name.,curated,FALSE
player1_team_abbreviation,Player1 team abbreviation.,heuristic,TRUE
player1_team_city,Player1 team city.,heuristic,TRUE
player1_team_id,Team ID of player1.,curated,FALSE
player1_team_nickname,Player1 team nickname.,heuristic,TRUE
player2_id,V2 PBP secondary player ID (e.g. assister / fouled-by).,curated,FALSE
player2_name,V2 PBP secondary player name.,curated,FALSE
player2_team_abbreviation,Player2 team abbreviation.,heuristic,TRUE
player2_team_city,Player2 team city.,heuristic,TRUE
player2_team_id,Team ID of player2.,curated,FALSE
player2_team_nickname,Player2 team nickname.,heuristic,TRUE
player3_id,V2 PBP tertiary player ID (e.g. blocker).,curated,FALSE
player3_name,V2 PBP tertiary player name.,curated,FALSE
player3_team_abbreviation,Player3 team abbreviation.,heuristic,TRUE
player3_team_city,Player3 team city.,heuristic,TRUE
player3_team_id,Team ID of player3.,curated,FALSE
player3_team_nickname,Player3 team nickname.,heuristic,TRUE
player_efficiency_rating,Player Efficiency Rating.,espn_api,FALSE
player_id,Unique player identifier.,curated,FALSE
player_name,Player name.,heuristic,TRUE
player_name_i,Player name i.,heuristic,TRUE
player_profile_flag,Player profile flag.,heuristic,TRUE
player_slug,URL-safe player identifier.,curated,FALSE
playoff_rank,League/season rank for playoff.,heuristic,TRUE
playoff_seed,Playoff seed.,curated,FALSE
playoffseed,Playoffseed.,heuristic,TRUE
plus,Plus.,heuristic,TRUE
plus_minus,Plus/minus point differential while on court.,curated,FALSE
plus_minus_points,Plus/minus point differential while on court.,curated,FALSE
po_round_desc,Po round desc.,heuristic,TRUE
point_differential,Point differential.,heuristic,TRUE
points,Points scored.,curated,FALSE
points_against,Points allowed.,curated,FALSE
points_fast_break,Fast-break points scored.,curated,FALSE
points_for,Points for.,heuristic,TRUE
points_from_turnovers,Points from turnovers.,heuristic,TRUE
points_in_paint,Points scored in the paint.,curated,FALSE
points_in_the_paint,Points in the paint.,heuristic,TRUE
points_in_the_paint_attempted,Number of points in the paint attempted.,heuristic,TRUE
points_in_the_paint_made,Number of points in the paint made.,heuristic,TRUE
points_in_the_paint_percentage,Points in the paint percentage (0-1 decimal).,heuristic,TRUE
points_off_turnovers,Points scored off opponent turnovers.,curated,FALSE
points_paint,Points scored in the paint.,curated,FALSE
points_per_game,Points Per Game.,espn_api,FALSE
points_pg,Points pg.,heuristic,TRUE
points_second_chance,Second-chance points scored.,curated,FALSE
points_total,Running total of points scored.,curated,FALSE
pointsagainst,Pointsagainst.,heuristic,TRUE
pointsfor,Pointsfor.,heuristic,TRUE
position,"Listed roster position (G, F, C, etc.).",curated,FALSE
position_abbrev,Abbreviation for position.,heuristic,TRUE
position_abbreviation,Position abbreviation ('G' / 'F' / 'C').,curated,FALSE
position_display_name,Position display name.,heuristic,TRUE
position_id,Unique position identifier.,curated,FALSE
position_leaf,Position leaf.,heuristic,TRUE
position_name,"Listed roster position ('Guard', 'Forward', 'Center').",curated,FALSE
position_type,Position type.,heuristic,TRUE
possessions,Possessions used.,curated,FALSE
postponed_status,Postponed status.,heuristic,TRUE
ppg,Points per game.,curated,FALSE
premium,Premium.,heuristic,TRUE
previous,Previous.,heuristic,TRUE
prior_team_id,Unique identifier for prior team.,heuristic,TRUE
priority,Priority value (used for sort order).,curated,FALSE
prospect_id,Unique identifier for prospect.,heuristic,TRUE
provider_id,Unique identifier for provider.,heuristic,TRUE
provider_name,Provider name.,heuristic,TRUE
pta,Pta.,heuristic,TRUE
pts,Points scored.,curated,FALSE
